created_at,mentionee,mentioner,retweet,category,category_mentionee,text
2022-04-23,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN @Malinka1102 Our university campus is 'out in the mountains' along with several other university and college campuses - the infrastructure that #China builds for people is efficient - always improving, adapting, progressing. Most of our buses here are electric! #electricvehicles #GreenEnergy"
2022-04-23,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN @Malinka1102 Our university campus is 'out in the mountains' along with several other university and college campuses - the infrastructure that #China builds for people is efficient - always improving, adapting, progressing. Most of our buses here are electric! #electricvehicles #GreenEnergy"
2022-04-23,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"Glad to see growing accessibility to school buses in rural China, making life safer and happier for the little brothers and many more. https://t.co/9cSmdPcyTQ"
2022-04-23,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@SpokespersonCHN The BBC raised questions about my past employers - Couldn't Figure Out Which #Newspaper I worked for. #BBC typists - Not the sharpest tools in the box are they? The #BBC couldn't even work out that I actually worked for THEM! True: 1995 Worldwide TV Project: world first in fact)
2022-04-23,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN The BBC raised questions about my past employers - Couldn't Figure Out Which #Newspaper I worked for. #BBC typists - Not the sharpest tools in the box are they? The #BBC couldn't even work out that I actually worked for THEM! True: 1995 Worldwide TV Project: world first in fact)
2022-04-23,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN ""another source of 'information', or disinformation.. as I would prefer to call it.. on the situation in #Xinjiang and #Uyghurs is actually.. the media themselves.."" #SmokingGun showdown from @MaxBlumenthal :  https://t.co/2J66Ge9Naa (There's no smoke without mirrors😉)"
2022-04-23,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN #MSM Does Mainstream Media such as the BBC Influence Your Thoughts Without You Even Realising it?  You might not think they do. But they do. 
Analysis of the #BBC Hit-Piece - Unexpected Revelations - Mind Control and Thought Manipulation.  https://t.co/6Cfx01ugsX"
2022-04-23,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN #Xinjiang Uyghurs - the video that got ChinaBazzar banned by twitter: https://t.co/6TRPyoXU4y - However - Following this western 5eyes governments + msm started to ease off the 'gee-no-side claims', and diluted them to 'cultural gee-no-side' See: https://t.co/SBFm1xskGj"
2022-04-23,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@SpokespersonCHN Over One Million views.. Or was it 2 Million.. 3 million? Maybe ask the now 'out-of-favour' #Zenz for an estimate? I hear he's good with cooking the books.. juggling data..🤪🤡🤨🧐😂 https://t.co/uR6Lnw1p87
2022-04-23,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"See how the ""spin doctors"" in western media like #BBC made and spread deliberate misrepresentation on #China, with #Xinjiang as an example, with the words from those liars like Adrian Zenz. It's just smear campaign.
https://t.co/yRHv85lahL"
2022-04-23,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN Over One Million views.. Or was it 2 Million.. 3 million? Maybe ask the now 'out-of-favour' #Zenz for an estimate? I hear he's good with cooking the books.. juggling data..🤪🤡🤨🧐😂 https://t.co/uR6Lnw1p87
2022-04-13,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@SpokespersonCHN Even the #US government knows they can't foist this lie on the world any longer. Which is why they changed tack. But STILL they use #AdrianZenz! #Bloomberg 'flagship investigation' tries the #ForcedLabor routine - Another Lie - debunked that one too. See: https://t.co/DG8BfKvaHI
2022-04-13,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN Even the #US government knows they can't foist this lie on the world any longer. Which is why they changed tack. But STILL they use #AdrianZenz! #Bloomberg 'flagship investigation' tries the #ForcedLabor routine - Another Lie - debunked that one too. See: https://t.co/DG8BfKvaHI
2022-04-12,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,Ripping off the world with massive QE. Freezing Iran's forex reserves. Seizing Afghanistan's assets. Freezing $300bn of Russia's gold &amp; forex reserves &amp; the overseas assets of its entities&amp;individuals. Surely these are enough to make the US the No. 1 economic bandit in the world?
2022-04-12,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@SpokespersonCHN US #QE.. #FiatMoney #Iran.. #FOREX.. #Russia #Gold.. #Afghanistan asset freezing.. and that's just the stinking tip of a vast filthy slithering #IceBerg of Robber Baron Scum-baggery.. Don't even start me on #RichardNixon #GoldStandard #BrettonWoods skullduggery..🧐
2022-04-12,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN US #QE.. #FiatMoney #Iran.. #FOREX.. #Russia #Gold.. #Afghanistan asset freezing.. and that's just the stinking tip of a vast filthy slithering #IceBerg of Robber Baron Scum-baggery.. Don't even start me on #RichardNixon #GoldStandard #BrettonWoods skullduggery..🧐
2022-04-10,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN N.B. The so-called EU politician @ClareDalyMEP was partly directing her irate speech at was fined for giving a #Nazi salute, moments later.. This is the state of the #EU. Nazism becoming the new normal? https://t.co/vGVLFx1SVW"
2022-04-10,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"""History has taught us that sanctions do not end military conflict. They do not bring peace. They make the people suffer. They are not going to help save lives, because the more arms you help pump into Ukraine, the more the war will be prolonged, the more Ukrainians will die."" https://t.co/o6Czp67LmC"
2022-04-10,SpokespersonCHN,BeehiveChina,quoted,Neither,Diplomat,"@SpokespersonCHN N.B. The so-called EU politician @ClareDalyMEP was partly directing her irate speech at was fined for giving a #Nazi salute, moments later.. This is the state of the #EU. Nazism becoming the new normal? https://t.co/vGVLFx1SVW"
2022-03-30,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"In his meeting with #Pakistani Foreign Minister Qureshi, State Councilor and FM Wang Yi said that #China will continue to view and promote China-Pakistan relations from a strategic and long-term perspective."
2022-03-23,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"Some #US officials claim that Russia may use biological weapons against #Ukraine. People would ask: wasn't the US that used Agent Orange in #Vietnam, bacteriological weapons on #Korean Peninsula, invaded #Iraq with fake evidence about the possession of #WMD, ..."
2022-03-21,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN @fchaumac_chau Agree. Whereupon, #Satire has it's uses. ""Biggest Intelligence Coup of the War"". Their words, not mine. ""Dark Secret at the heart of the Nazi State.."" #Ukraine? #Russia? Europe? US? UK? (Their words, not mine..) https://t.co/v8apK7OIkm via '#ANonnyMouse' + #BestChinaInfo"
2022-03-20,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN @fchaumac_chau Agree. Whereupon, #Satire has it's uses. ""Biggest Intelligence Coup of the War"". Their words, not mine. ""Dark Secret at the heart of the Nazi State.."" #Ukraine? #Russia? Europe? US? UK? (Their words, not mine..) https://t.co/v8apK7OIkm via '#ANonnyMouse' + #BestChinaInfo"
2022-03-18,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@SpokespersonCHN @MarkSleboda1 #US 'track record' alone is enough proof 🧐🤨#China
2022-03-18,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN @MarkSleboda1 #US 'track record' alone is enough proof 🧐🤨#China
2022-03-09,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN Glad to see #CGTN finally getting up to speed. I've been posting about this for several years now.. Yes, the reference point about US Embassy in #Ukraine and #Pentagon-funded #biolaboratories is:  https://t.co/FOjM0rMQ6j This from 2018: https://t.co/MdsR28ZejL #biologicalweapons"
2022-03-09,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN Glad to see #CGTN finally getting up to speed. I've been posting about this for several years now.. Yes, the reference point about US Embassy in #Ukraine and #Pentagon-funded #biolaboratories is:  https://t.co/FOjM0rMQ6j This from 2018: https://t.co/MdsR28ZejL #biologicalweapons"
2022-03-08,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN i.e. End of #NATO. Col #DouglasMacgregor: #Putin called their bluff: We don't have ground forces nor Air/Missile defence and neither does #EU: Central and East Europe #Russia is Decisive power: ""Expect #NATO to Breakup"" Ergo: #US NATO are #Impotent. See: https://t.co/NUAGUW1QVL"
2022-03-08,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN i.e. End of #NATO. Col #DouglasMacgregor: #Putin called their bluff: We don't have ground forces nor Air/Missile defence and neither does #EU: Central and East Europe #Russia is Decisive power: ""Expect #NATO to Breakup"" Ergo: #US NATO are #Impotent. See: https://t.co/NUAGUW1QVL"
2022-02-25,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@SpokespersonCHN It's #Washington &amp; it's Ukraine puppets that need to comply. #Ukraine constitution states neutrality clearly. #Russia gave them all a chance to stick to the #MinskAgreement. The USUK #MIC war machine drove it to this crisis in the name of profit. #FollowTheMoney (See my thread)
2022-02-25,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN It's #Washington &amp; it's Ukraine puppets that need to comply. #Ukraine constitution states neutrality clearly. #Russia gave them all a chance to stick to the #MinskAgreement. The USUK #MIC war machine drove it to this crisis in the name of profit. #FollowTheMoney (See my thread)
2022-01-22,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@SpokespersonCHN #Future #China #Beijing The incredible #Phoenix centre. Video plus commentary on this and quite a few other things in process. Lots to come from China #Beijing2022 🥰🇨🇳🥰Best viewed while listening to any of the tracks from https://t.co/aUEUBTLMYa #Apollo Atmospheres by #BrianEno https://t.co/jpvdWF8jHI
2022-01-22,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN #Future #China #Beijing The incredible #Phoenix centre. Video plus commentary on this and quite a few other things in process. Lots to come from China #Beijing2022 🥰🇨🇳🥰Best viewed while listening to any of the tracks from https://t.co/aUEUBTLMYa #Apollo Atmospheres by #BrianEno https://t.co/jpvdWF8jHI
2022-01-19,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"""I am fundamentally opposed to the abuse of the Olympic idea for political purposes,""Czech President Milos Zeman firmly stated. 
""Frankly, if some political bigwigs aren't at the Olympics, nothing terrible will happen"". 
Exactly.

https://t.co/A7iH91EsDP"
2022-01-19,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"#Beijing2022 will be the first Games in history to exclusively power all venues with clean energy. Wind power will be generated in Zhangbei, a windy &amp; used to be hardship place next to Beijing. 
Now“Zhangbei’s wind light up Beijing.” https://t.co/hECjjjXOfI"
2021-12-30,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@SpokespersonCHN I remember the moment that touched me most.. But I think it was probably more of a smack in the kisser as far as the #BBC was concerned..😘🤣😚😂😜 https://t.co/5oyJkq637z Still one of my top #China moments of 2021 😉🥰🇨🇳🥰😍(and there's been many great China moments in 2021!)
2021-12-30,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN I remember the moment that touched me most.. But I think it was probably more of a smack in the kisser as far as the #BBC was concerned..😘🤣😚😂😜 https://t.co/5oyJkq637z Still one of my top #China moments of 2021 😉🥰🇨🇳🥰😍(and there's been many great China moments in 2021!)
2021-12-30,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"Many touching and memorable moments we shared with friends from the foreign media in #China.
https://t.co/6qdVWF4WXs"
2021-12-28,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN Watching #Avatar as part of class: my super #Chinese students are enchanted. High educational value: #Environment and People over #Corporations and profit - They totally get it. #AVATAR2 https://t.co/2QlsJUaEVk p.s. #China's #Zhangjiajie + #Guilin DO have #FloatingMountains🥰🇨🇳🥰
2021-12-27,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN Analysis: https://t.co/HPKgqgfTQW  https://t.co/FQx2KsiJGC
2021-12-24,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN Tainted #Cotton Solar Panels.. Polysilicon #SlaveLabour um.. I mean.. #forcedlabor.. umm.. ok well how about #coercedlabour... um.. ok then, how's about 'help You Find Gainful Employ'? Detailed Analysis of EXACTLY how #MSM #Spin: Concocting 'allegations':  https://t.co/Hw8y4fbe18"
2021-12-24,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN Tainted #Cotton Solar Panels.. Polysilicon #SlaveLabour um.. I mean.. #forcedlabor.. umm.. ok well how about #coercedlabour... um.. ok then, how's about 'help You Find Gainful Employ'? Detailed Analysis of EXACTLY how #MSM #Spin: Concocting 'allegations':  https://t.co/Hw8y4fbe18"
2021-12-22,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@SpokespersonCHN Nicely spotted - yes they (were) going to start the propaganda on China's solar energy industry next - BCi would seem to have tripped them (Bloomberg) at the first hurdle..  https://t.co/QEDloud4TT
2021-12-21,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,A fabulous view of all 12 competition venues of the #Beijing2022 Winter Olympics. https://t.co/68YO5buYtN
2021-12-21,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN @JojoL682020 I've been saying this a while. One must ask of the people working in #MSM: the #MainStreamMania, the NGOs such as ASPI involved in the push for conflict with #China - a country who is not their enemy: 
1: Are you really so stupid? 2: So ignorant? 
3: Paid to be both? What? https://t.co/W7gpGmVeah"
2021-12-21,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN @JojoL682020 I've been saying this a while. One must ask of the people working in #MSM: the #MainStreamMania, the NGOs such as ASPI involved in the push for conflict with #China - a country who is not their enemy: 
1: Are you really so stupid? 2: So ignorant? 
3: Paid to be both? What? https://t.co/W7gpGmVeah"
2021-12-21,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN An analysis of one of the ASPI comical 'reports' attempting to smear #China voices - They've just published another, again attacking, smear China friendly voices - I will be issuing a riposte to this latest twaddle as well! https://t.co/O93fKrk2ef  Start: https://t.co/0KVy4HRoCY"
2021-12-21,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN An analysis of one of the ASPI comical 'reports' attempting to smear #China voices - They've just published another, again attacking, smear China friendly voices - I will be issuing a riposte to this latest twaddle as well! https://t.co/O93fKrk2ef  Start: https://t.co/0KVy4HRoCY"
2021-12-20,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN Recap! https://t.co/6qGf40bB5V
BBC Hit-piece https://t.co/dJhNAF11JQ
Barrie's response and analysis: https://t.co/jMHKAwLbFL
Transcript of email exchanges: https://t.co/a0LDTPZndW Second #ASPI attack takedown https://t.co/vOOdl2iY3P 1st ASPI attack: https://t.co/aWTfw3IQ07"
2021-12-18,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN Agree sister @SpokespersonCHN  Compare: Tale of Two systems: US Duplicitous Duopoly V China Socialist Democratic Meritocracy: Part 1: https://t.co/PcMvn6wZrP Part 2: #SummitforDemocracy? US Herd Sacrificial Cows to #SubmitToDemocracy™ 'US Brand'ing iron
https://t.co/hvPCIreuk0"
2021-12-18,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN Agree sister @SpokespersonCHN  Compare: Tale of Two systems: US Duplicitous Duopoly V China Socialist Democratic Meritocracy: Part 1: https://t.co/PcMvn6wZrP Part 2: #SummitforDemocracy? US Herd Sacrificial Cows to #SubmitToDemocracy™ 'US Brand'ing iron
https://t.co/hvPCIreuk0"
2021-12-16,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN Recap! https://t.co/6qGf40bB5V
BBC Hit-piece https://t.co/dJhNAF11JQ
Barrie's response and analysis: https://t.co/jMHKAwLbFL
Transcript of email exchanges: https://t.co/a0LDTPZndW Second #ASPI attack takedown https://t.co/vOOdl2iY3P 1st ASPI attack: https://t.co/aWTfw3IQ07"
2021-12-15,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,President Xi Jinping and Russian President Vladimir Putin just held a virtual meeting. This has been the 37th meeting between the two leaders since 2013. https://t.co/TCm65fX5kU
2021-12-15,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,Our goal is both big and simple. It is essentially about delivering a better life to all #Chinese. Putting people first is our fundamental philosophy of governance. https://t.co/RY5GUBFTFt
2021-12-12,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"When the so-called #SummitforDemocracy is going on, people in the U.S. are mourning the death of U.S. democracy. Perhaps the #US should save its own system before trying to be a savior? https://t.co/2F2igMjbLz"
2021-12-12,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN #US parade Pavlovian parrots: Herding Sycophants to #SubmitToDemocracy™ - 'the US Brand'; Can't resist can I?😉#SummitforDemocracy Part 2 on this charade coming. Part 1 here:  https://t.co/F9vM4TjKBz https://t.co/YfZaDLxbZw https://t.co/dXX6j8MJEV
2021-12-11,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN China has this magical way of weaving this  fantastic tapestry of life, art, technology, development, tradition and heritage - in harmony - I've been enthralled, mesmerised and fascinated since day one - over 7 years ago - every day I find myself exclaiming: I love #China!
🥰🇨🇳🥰"
2021-12-10,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"And to bid you 'Goodnight', the gracious demolition of the BBC and their 'relationship with #AdrianZenz by #China's @SpokespersonCHN for #MoFA; #HuaChunying.. a moment to savour.. The phrase: 'Hoisted by your own petard' springs to mind😉🤪🤡😂🥰🇨🇳🥰 https://t.co/q6mXI7aJtE"
2021-12-07,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@SpokespersonCHN Re-Upload; Pt1+Pt2 #China? #Democracy? A Tale of Two Systems: Compare US duplicitous duopoly with #China Socialist Democratic Meritocracy - Here's the Facts - Do the math yourselves -  https://t.co/S2TqHXX79h Recommended by @MahuiChina UK Embassy Minister now Ambassador to #Cuba
2021-12-07,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN Re-Upload; Pt1+Pt2 #China? #Democracy? A Tale of Two Systems: Compare US duplicitous duopoly with #China Socialist Democratic Meritocracy - Here's the Facts - Do the math yourselves -  https://t.co/S2TqHXXEYP Recommended by @MahuiChina UK Embassy Minister now Ambassador to #Cuba
2021-12-07,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@realGuancha @SpokespersonCHN #EricLi - the man himself! #China? #Democracy? A Tale of Two Systems: Compare US duplicitous duopoly with #China Socialist Democratic Meritocracy - Here's the Facts - Do the math -  https://t.co/S2TqHXXEYP Recommended by @MahuiChina UK Embassy Minister now Ambassador to #Cuba
2021-12-07,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN Re-Upload; Pt1+Pt2 #China? #Democracy? A Tale of Two Systems: Compare US duplicitous duopoly with #China Socialist Democratic Meritocracy - Here's the Facts - Do the math yourselves -  https://t.co/S2TqHXX79h Recommended by @MahuiChina UK Embassy Minister now Ambassador to #Cuba
2021-12-07,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"With or without the presence of US politicians, Beijing will deliver a streamlined, safe and splendid Games. The athletes are the real stars. Some US politicians should not try to steal their show. @WhiteHouse @StateDept"
2021-12-07,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,#US Dollar #Democracy: everyone is catering to the money interests while the government can hardly serve the welfare of the general public. #whatisdemocracy #whodefinesdemocracy https://t.co/q8LD4aaEOl
2021-12-05,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN #Democracy a tale of two systems. 'China is a dictatorship'.. they say.. Well.. if you accept that it is the People who Dictate - then.. yeah sure ! Comparing #US UK duplicitous duopoly with #China's successful Socialist Democratic Meritocracy..😉 https://t.co/4rjlpNFSaX
2021-12-05,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"#EileenGu performed a freeski double cork 1440 again, but first time in competition. Then she took home her first Big Air World Cup title. 
Great! https://t.co/tatf0twqZx"
2021-12-05,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN Compare #US 'policing with #China - the difference is clear - I know where I'd rather be living! 🥰🇨🇳🥰
​See: https://t.co/wBkf2FD1Zx"
2021-12-04,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN A rational and functioning democracy wouldn't have security forces who shoot disabled people in wheelchairs in the back either.. Don't watch if easily upset. I'm ex-army. I'm not. And this upset me. #US #USpolice #USA https://t.co/uJzVkb1hMk
2021-12-01,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@Dragondescendan The original @SpokespersonCHN complete demolition of the #BBC with assistance from @ChinaBeehive - Barrie's simple exposure and takedown of #AdrianZenz https://t.co/F0dw8gPl5B https://t.co/X3hnTgx93A #CGTN https://t.co/HQS0LhkA14
2021-12-01,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN ""another source of 'information', or disinformation.. as I would prefer to call it.. on the situation in #Xinjiang and #Uyghurs is actually.. the media themselves.."" #SmokingGun showdown from @MaxBlumenthal :  https://t.co/2J66Ge9Naa (There's no smoke without mirrors😉)"
2021-12-01,SpokespersonCHN,BeehiveChina,quoted,Neither,Diplomat,@Dragondescendan The original @SpokespersonCHN complete demolition of the #BBC with assistance from @ChinaBeehive - Barrie's simple exposure and takedown of #AdrianZenz https://t.co/F0dw8gPl5B https://t.co/X3hnTgx93A #CGTN https://t.co/HQS0LhkA14
2021-12-01,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN More from Oliver Stone on the ‘Covert Government’ (aka the #MIC) Behind #JFK’s #Assassination and #Biden Covering Up (again) for the CIA. https://t.co/0ZfjqKiJpf
2021-11-28,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,今天是你上任发言人九周年的日子，九年来辛苦你了。每次记者会结束看你离开都是走路带风，工作太拼命，要好好爱惜自己，毕竟身体才是革命的本钱。未来的路没有终点，你加油向前而我继续相伴左右。九周年快乐！🌹❤️@SpokespersonCHN https://t.co/I2oN80oTGs
2021-11-25,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN There is of course, a huge, coordinated, inter-governmental conspiracy to continue a 'hybrid war' on #China. See any faces you recognise? MarcoRubio, IainDuncan-Smith, Adrian Zenz, BaronessHelenaKennedy, LukedePulford, BenedictRogers, AnnMarieBrady https://t.co/6xwEDpZQ44"
2021-11-12,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN #MSM Does Mainstream Media such as the BBC Influence Your Thoughts Without You Even Realising it?  You might not think they do. But they do. 
Analysis of the #BBC Hit-Piece - Unexpected Revelations - Mind Control and Thought Manipulation.  https://t.co/6Cfx01ugsX"
2021-11-01,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN ""another source of 'information', or disinformation.. as I would prefer to call it.. on the situation in #Xinjiang and #Uyghurs is actually.. the media themselves.."" #SmokingGun showdown from @MaxBlumenthal :  https://t.co/2J66Ge9Naa (There's no smoke without mirrors😉)"
2021-11-01,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN #MSM Does Mainstream Media such as the BBC Influence Your Thoughts Without You Even Realising it?  You might not think they do. But they do. 
Analysis of the #BBC Hit-Piece - Unexpected Revelations - Mind Control and Thought Manipulation.  https://t.co/6Cfx01ugsX"
2021-11-01,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"See how the ""spin doctors"" in western media like #BBC made and spread deliberate misrepresentation on #China, with #Xinjiang as an example, with the words from those liars like Adrian Zenz. It's just smear campaign.
https://t.co/yRHv85lahL"
2021-10-28,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"YES for #CHINA! 
50th anniversary of restoration of People's Republic of China's lawful seat in #UN. https://t.co/49nHMRqTht"
2021-10-22,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN Sunbird in Guilin - male of the fork-tailed sunbird species - an evolutionary oddity - they have evolved in #China sharing similar traits with #hummingbirds of South America #ConvergentEvolution - We have #Kestrels too here in Guilin - a sure sign of a clean #environment https://t.co/jRXyik67XT
2021-10-22,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"According to the World Bank, #China's carbon emission is 6.4 metric tons per citizen. As the ""factory of the world"", making goods for consumers all over the globe, China's per-capita carbon emission is still lower than much of the West. https://t.co/vQXVgWehtl"
2021-10-12,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"And to bid you 'Goodnight', the gracious demolition of the BBC and their 'relationship with #AdrianZenz by #China's @SpokespersonCHN for #MoFA; #HuaChunying.. a moment to savour.. The phrase: 'Hoisted by your own petard' springs to mind😉🤪🤡😂🥰🇨🇳🥰 https://t.co/q6mXI7aJtE"
2021-10-10,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,https://t.co/djclgdqK6O
2021-10-10,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,@SpokespersonCHN Having just spent a truly amazing #China National holiday in Beijing - I can testify to this - #Beijing is a beautiful city! Can barely wait to return! 🥰🇨🇳🥰 https://t.co/5AxGiXPUQC
2021-10-10,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,@SpokespersonCHN Having just spent a truly amazing #China National holiday in Beijing - I can testify to this - #Beijing is a beautiful city! Can barely wait to return! 🥰🇨🇳🥰 https://t.co/5AxGiXPUQC
2021-10-10,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"#Beijing. 
Today. 
Unbelievably beautiful. https://t.co/MNuLYyEdvg"
2021-10-10,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN #Xinjiang Uyghurs - the video that got ChinaBazzar banned by twitter: https://t.co/6TRPyoXU4y - However - Following this western 5eyes governments + msm started to ease off the 'gee-no-side claims', and diluted them to 'cultural gee-no-side' See: https://t.co/SBFm1xskGj"
2021-09-28,SpokespersonCHN,BeehiveChina,replied_to,Neither,Diplomat,"@SpokespersonCHN #Xinjiang Uyghurs - the video that got ChinaBazzar banned by twitter: https://t.co/6TRPyoXU4y - However - Following this western 5eyes governments + msm started to ease off the 'gee-no-side claims', and diluted them to 'cultural gee-no-side' See: https://t.co/SBFm1xskGj"
2021-09-13,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"""#China is not a superpower, nor will she ever seek to be one.”
China never seeks hegemony or expansion no matter what stage of development it reaches. China will neither ""import"" models from other countries nor ""export"" the Chinese model... https://t.co/w8IbdxJM93"
2021-09-13,SpokespersonCHN,BeehiveChina,retweeted,Neither,Diplomat,"@SpokespersonCHN @jjww1100 MIC morphed into MIPC Military Industrial Political Complex: Now it's 'Full spectrum' MIPAC Military Industrial Political Academic Complex E.g., : #Oxford But the bar has dropped.. plummeted in fact.. over a cliff.. cratered.🤪🤡😂 https://t.co/yJiyvaz4kk https://t.co/9hAYYmEAwj"
